,Unnamed: 0,Trait1,Trait2,r.xmate.yz,r.wmate.yz,p.xmate.ivw,r.xmate.yy,r.xmate.zz,r.xmate.yz.pred
28,30,alcohol_intake_frequency,PEF,0.0490666288977884,0.0592195688523079,1.38025588271499e-43,0.466363501366422,0.0705027291672711,0.030705684154607626
29,31,alcohol_intake_frequency,pulse,-0.0349414892851866,-0.0465015554165927,6.66400964199423e-23,0.466363501366422,0.104738642037981,-0.025284554257732426
30,32,alcohol_intake_frequency,pw_peak_to_peak_time,0.0103698987601008,0.0059485381572535,0.0034724592751817,0.466363501366422,0.0236330158652517,0.002882990486722572
31,33,alcohol_intake_frequency,pw_reflection_index,0.018250051071483,0.0352933009665128,2.69078217784667e-07,0.466363501366422,0.0193385533562854,0.016973183832398143
32,34,alcohol_intake_frequency,seated_height,0.0348307177219984,0.0346765354813393,9.066593939332691e-23,0.466363501366422,0.202379914421159,0.021175754042194916
33,35,alcohol_intake_frequency,self_reported_health,0.0972543223689202,0.143556149372671,6.219284451012131e-167,0.466363501366422,0.145583625029172,0.081199243156543
34,36,alcohol_intake_frequency,sleep_duration,0.0089176275884165,0.0103366584935948,0.0119639373617482,0.466363501366422,0.111951058960143,0.005681035582786255
35,37,alcohol_intake_frequency,SRT_left,-0.0224490579259453,-0.041290865945383,2.48464940081699e-10,0.466363501366422,0.0566725140481844,-0.02101528088142304
36,38,alcohol_intake_frequency,SRT_right,-0.023464163366325,-0.0441926213172764,3.73498819361569e-11,0.466363501366422,0.0610038214359683,-0.022630030600072487
37,39,alcohol_intake_frequency,standing_height,0.0536888826874445,0.0537701123902229,7.29123557624008e-52,0.466363501366422,0.225856910382594,0.03362039459835599
38,40,alcohol_intake_frequency,systolic,0.0132918225419661,0.0431572698617333,0.0001793664597214,0.466363501366422,0.0844533233079207,0.022842256434276384
39,41,alcohol_intake_frequency,triglycerides_fasting_adj,-0.0607519248503677,-0.0800953222676845,6.00693901980385e-66,0.466363501366422,0.124193180792883,-0.04452653065106505
40,42,alcohol_intake_frequency,triglycerides_fasting_statin_adj,-0.0635826286911623,-0.0835905716374629,4.37343694378578e-72,0.466363501366422,0.12865945489121,-0.04671313268454112
41,43,alcohol_intake_frequency,waist_circumference,-0.0817428908389581,-0.0985400193938056,3.3528565128871202e-118,0.466363501366422,0.245509345826933,-0.06261637610428512
42,44,alcohol_intake_frequency,waist_hip_ratio,-0.0621701280539965,-0.0607722296812111,5.42929652050608e-69,0.466363501366422,0.156068312727502,-0.03518024568702785
43,45,alcohol_intake_frequency,weight,-0.0676593241236192,-0.0938840968801394,1.90564253019139e-81,0.466363501366422,0.212968842804012,-0.05772856945002083
44,46,basal_metabolic_rate,alcohol_intake_frequency,-0.0424342942366377,-0.0691918911729268,4.9827291609568e-33,0.176563057442496,0.466363501366422,-0.040982409796703645
45,48,basal_metabolic_rate,birth_weight,0.0234198941017877,0.170477022399357,4.0596798811083194e-11,0.176563057442496,0.0279088273957597,0.033748473972417405
46,49,basal_metabolic_rate,bmi,0.154772317125938,0.754747978044208,0.0,0.176563057442496,0.243502436555575,0.2016867795182122
47,50,basal_metabolic_rate,body_fat_percentage,0.131670718283541,0.492001690521224,1.11416468260796e-306,0.176563057442496,0.225298155965094,0.15727722355736276
48,51,basal_metabolic_rate,diastolic,0.0409599843177478,0.177658069896778,7.16482625287732e-31,0.176563057442496,0.0852549955010345,0.04452626115832076
49,52,basal_metabolic_rate,eduyears,-0.0261250087626224,-0.0149495081515284,1.76599297552998e-13,0.176563057442496,0.453761283781514,-0.00872271917483817
50,53,basal_metabolic_rate,evening_chronotype,0.0088793121565506,0.0156351962149366,0.0123366434441778,0.176563057442496,-0.0938084568738614,0.0013157459926554421
51,54,basal_metabolic_rate,fathers_age,-0.0056018665944808,-0.0186107528979054,0.114401459849169,0.176563057442496,0.0289430603641982,-0.0038049239123867404
52,55,basal_metabolic_rate,FEV1_zscore,0.0428529794890275,0.0852569258900561,1.20192937290497e-33,0.176563057442496,0.0806883676498037,0.021484823036497673
53,56,basal_metabolic_rate,fiq_score,-0.0120856135330079,0.0333101099604387,0.0006587632442213,0.176563057442496,0.144480744255713,0.010419715081574691
54,57,basal_metabolic_rate,FVC_zscore,0.0517156334570173,0.138738921424863,2.9895710294381e-48,0.176563057442496,0.0993553326749713,0.03697698235085899
55,58,basal_metabolic_rate,glucose_fasting_adj,0.0442702616900855,0.117572588482161,8.464821700948629e-36,0.176563057442496,0.0765519660829798,0.028996747041616457
56,59,basal_metabolic_rate,grip_strength_left,0.0050536888496288,0.182633062957994,0.154343718304929,0.176563057442496,0.0777317219074541,0.044437793575869286
57,60,basal_metabolic_rate,grip_strength_right,0.0077739000173248,0.186869860573452,0.0284468395887917,0.176563057442496,0.0889363507296239,0.047323517828369
58,61,basal_metabolic_rate,heel_bmd,-0.0050419150463473,0.0430896398425144,0.155353688030364,0.176563057442496,0.0205936397919018,0.008451830714331362
59,62,basal_metabolic_rate,heel_bmd_tscore,-0.0053104925009703,0.041464272093804,0.134507038701067,0.176563057442496,0.0233702383606294,0.008244631501826697
60,63,basal_metabolic_rate,heel_qui,-0.0045751336066385,0.0429660662534925,0.197284878730398,0.176563057442496,0.020146538643004,0.008409225980500031
61,64,basal_metabolic_rate,hip_circumference,0.157194413715072,0.779685386918802,0.0,0.176563057442496,0.184916998528164,0.17506597774209198
62,65,basal_metabolic_rate,LDL_fasting_statin_adj,0.002813555098809,0.0104821558860695,0.427836110143733,0.176563057442496,0.056548756069909,0.0024197118655973518
63,66,basal_metabolic_rate,lifetime_sexual_partners,0.0078744118849515,0.0382716347941544,0.026462903692958,0.176563057442496,0.135460719788282,0.011649807548159852
64,67,basal_metabolic_rate,logMAR_final_left,0.0023108840850426,-0.0215178842614861,0.514878219927119,0.176563057442496,0.0133174806424065,-0.004075533162698453
65,68,basal_metabolic_rate,logMAR_final_right,0.0025176957396754,-0.0233140205762444,0.477989939243048,0.176563057442496,0.0133903275547426,-0.004417019583830132
66,69,basal_metabolic_rate,max_daily_cigarettes,0.0396173442639447,0.137654838553612,5.45836813723739e-29,0.176563057442496,0.0352861945649113,0.02847388128763209
67,70,basal_metabolic_rate,met_physical_activity,-0.0086502411155091,-0.0623353458108762,0.0147751996555448,0.176563057442496,0.12122095895355,-0.01811395064861651
68,71,basal_metabolic_rate,mothers_age,-0.0047596671608642,-0.0147836257705668,0.179812584764649,0.176563057442496,0.0223172264714958,-0.002928801644547054
69,72,basal_metabolic_rate,neuroticism_score,0.0173862658656073,-0.0066502559772298,9.55825783477025e-07,0.176563057442496,0.0235691281769081,-0.0013257124063856382
70,73,basal_metabolic_rate,number_full_brothers,-0.0009591359572639,-0.0006893545230336,0.786929647288885,0.176563057442496,0.0544998932668105,-0.00015780560371081182
71,74,basal_metabolic_rate,number_full_sisters,-0.0118765378309595,-0.0052980258145022,0.0008164572595629,0.176563057442496,0.0625986496830995,-0.0012535086940614292
72,75,basal_metabolic_rate,PEF,0.0052816436371677,0.129060590528918,0.136509508850692,0.176563057442496,0.0705027291672711,0.031019420655972775
73,76,basal_metabolic_rate,pulse,0.0413948570629671,0.0958185747038323,1.6327470452773702e-31,0.176563057442496,0.104738642037981,0.026250692470127415
74,77,basal_metabolic_rate,pw_peak_to_peak_time,-0.0135493506824337,-0.056994347110622,0.0001341620504804,0.176563057442496,0.0236330158652517,-0.011330360230947613
75,78,basal_metabolic_rate,pw_reflection_index,-0.0114717153842383,0.0168629785975621,0.0012234898380035,0.176563057442496,0.0193385533562854,0.0032922301806115263
76,79,basal_metabolic_rate,seated_height,0.0495244356753917,0.380004810928308,2.2572139288038803e-44,0.176563057442496,0.202379914421159,0.12361791191450736
77,80,basal_metabolic_rate,self_reported_health,-0.0545530267309567,-0.157791998018806,1.66579072079037e-53,0.176563057442496,0.145583625029172,-0.0484988351985599
78,81,basal_metabolic_rate,sleep_duration,-0.0069003791960817,-0.0184700988606864,0.0518162534455069,0.176563057442496,0.111951058960143,-0.005225096372593635
79,82,basal_metabolic_rate,SRT_left,0.0051685995433353,-0.0174147996310603,0.145216024616088,0.176563057442496,0.0566725140481844,-0.004021366845528111
80,83,basal_metabolic_rate,SRT_right,0.0034074382838244,-0.0218182509970005,0.336914854657544,0.176563057442496,0.0610038214359683,-0.005127038082119962
81,84,basal_metabolic_rate,standing_height,0.088902132264848,0.496978030084846,1.03485632935367e-139,0.176563057442496,0.225856910382594,0.15850473622438396
82,85,basal_metabolic_rate,systolic,0.0223320151519931,0.0868343085257777,3.07426024960427e-10,0.176563057442496,0.0844533233079207,0.022182827344875904
83,86,basal_metabolic_rate,triglycerides_fasting_adj,0.052199156099426,0.193276766104695,4.11763735855915e-49,0.176563057442496,0.124193180792883,0.05504068361845325
84,87,basal_metabolic_rate,triglycerides_fasting_statin_adj,0.0549004553672451,0.203549375683921,3.7438000908976604e-54,0.176563057442496,0.12865945489121,0.0585703438302616
85,88,basal_metabolic_rate,waist_circumference,0.171671927382873,0.729209539763085,0.0,0.176563057442496,0.245509345826933,0.20052266849372108
86,89,basal_metabolic_rate,waist_hip_ratio,0.115227706523657,0.360946964836957,1.2262323024058799e-234,0.176563057442496,0.156068312727502,0.1046844213189333
87,90,basal_metabolic_rate,weight,0.183113796969404,0.928668494014654,0.0,0.176563057442496,0.212968842804012,0.1942553843646993
88,91,birth_weight,alcohol_intake_frequency,0.0253429879404495,0.0302763208070702,9.053115892449899e-13,0.0279088273957597,0.466363501366422,0.01476194382181612
89,92,birth_weight,basal_metabolic_rate,0.0234198941017877,0.170477022399357,4.0596798811083194e-11,0.0279088273957597,0.176563057442496,0.033749222614198375
90,94,birth_weight,bmi,-0.0108284468240721,0.0252447759660019,0.0022752769226846,0.0279088273957597,0.243502436555575,0.006801469715752181
91,95,birth_weight,body_fat_percentage,-0.0139477514346369,0.0035034193505156,8.45429891556187e-05,0.0279088273957597,0.225298155965094,0.0008815370075669483
92,96,birth_weight,diastolic,-0.0044395780955596,-0.0297803068530026,0.210889545229532,0.0279088273957597,0.0852549955010345,-0.0033591021935992817
93,97,birth_weight,eduyears,0.0268562184601468,0.0306567539821528,3.69608300307175e-14,0.0279088273957597,0.453761283781514,0.014571084057713742
94,98,birth_weight,evening_chronotype,0.002400599244167,0.0080038903362714,0.498711855483927,0.0279088273957597,-0.0938084568738614,-0.000528763259529786
95,99,birth_weight,fathers_age,0.0060454752945854,0.021657308859668,0.0884365255231571,0.0279088273957597,0.0289430603641982,0.0012296548278390813
96,100,birth_weight,FEV1_zscore,-0.0065216734870477,-0.0386323314315641,0.0660761819082699,0.0279088273957597,0.0806883676498037,-0.0041797491847220545
97,101,birth_weight,fiq_score,0.0189424646928135,0.0563908307042948,9.32709922266969e-08,0.0279088273957597,0.144480744255713,0.009653558032837772
98,102,birth_weight,FVC_zscore,-0.0081396491573145,-0.035119799106939,0.0217963360473405,0.0279088273957597,0.0993553326749713,-0.0044518549125950055
99,103,birth_weight,glucose_fasting_adj,0.0001786161509035,-0.0330878716439063,0.959854910954106,0.0279088273957597,0.0765519660829798,-0.003445233797985519
100,104,birth_weight,grip_strength_left,0.0204004508583569,0.100141391717936,8.91183841676661e-09,0.0279088273957597,0.0777317219074541,0.010453285353882161
101,105,birth_weight,grip_strength_right,0.0239090786569363,0.104663745940458,1.5867039686031397e-11,0.0279088273957597,0.0889363507296239,0.012069932143985542
102,106,birth_weight,heel_bmd,0.0032279470320522,-0.0169519808192436,0.362996019790048,0.0279088273957597,0.0205936397919018,-0.0008214833722217496
103,107,birth_weight,heel_bmd_tscore,0.003676094325319,-0.014930284448149,0.300217482579381,0.0279088273957597,0.0233702383606294,-0.0007649216343522515
104,108,birth_weight,heel_qui,0.0043024106911171,-0.0165837539709994,0.225331633251166,0.0279088273957597,0.020146538643004,-0.0007962510784568557
105,109,birth_weight,hip_circumference,0.0029280823633046,0.073494632058465,0.409277840914403,0.0279088273957597,0.184916998528164,0.015484003894349289
106,110,birth_weight,LDL_fasting_statin_adj,-0.0016969515795104,-0.0194652920951295,0.632493121355025,0.0279088273957597,0.056548756069909,-0.0016407279625555737
107,111,birth_weight,lifetime_sexual_partners,0.0079763959195975,0.0216972098930297,0.0245833279269844,0.0279088273957597,0.135460719788282,0.003530034943315219
108,112,birth_weight,logMAR_final_left,-0.0088487956375038,-0.0299122732806428,0.0126394689181898,0.0279088273957597,0.0133174806424065,-0.0012315805973711275
109,113,birth_weight,logMAR_final_right,-0.0078135493682858,-0.0321023216511852,0.0276655199510352,0.0279088273957597,0.0133903275547426,-0.0013239052979570356
110,114,birth_weight,max_daily_cigarettes,-0.0011708627273303,0.004496557493129,0.741430162103153,0.0279088273957597,0.0352861945649113,0.0002838665326646253
111,115,birth_weight,met_physical_activity,-0.0039023321582889,0.0003726199791007,0.271434787406641,0.0279088273957597,0.12122095895355,5.538501902339949e-05
112,116,birth_weight,mothers_age,0.0058646959239543,0.055707587380497,0.0983753279369815,0.0279088273957597,0.0223172264714958,0.0027875560331371077
113,117,birth_weight,neuroticism_score,-0.0008249390016838,-0.0137397159835935,0.816166666959713,0.0279088273957597,0.0235691281769081,-0.000706675824026271
114,118,birth_weight,number_full_brothers,-0.0038975903653731,0.0202489833074257,0.272031133265889,0.0279088273957597,0.0544998932668105,0.001665423334907827
115,119,birth_weight,number_full_sisters,-0.0093156711829501,0.0295003722449041,0.008655588118158,0.0279088273957597,0.0625986496830995,0.0026629688580253356
116,120,birth_weight,PEF,0.018332784579442,0.0898092836062577,2.37613077788593e-07,0.0279088273957597,0.0705027291672711,0.008751512187619742
117,121,birth_weight,pulse,-0.0054946259106987,-0.0065334922189646,0.121512586201365,0.0279088273957597,0.104738642037981,-0.0008641148876935693
118,122,birth_weight,pw_peak_to_peak_time,0.0033023262840772,0.0196774170515718,0.352045527854741,0.0279088273957597,0.0236330158652517,0.0010131229593273495
119,123,birth_weight,pw_reflection_index,0.0026330188013747,-0.0145556007829624,0.458081284429361,0.0279088273957597,0.0193385533562854,-0.0006871799242597265
120,124,birth_weight,seated_height,0.0338762543467233,0.149603293329569,1.26958631038597e-21,0.0279088273957597,0.202379914421159,0.03355342407296441
121,125,birth_weight,self_reported_health,0.0089797833728482,0.0311809942119341,0.011381421440311,0.0279088273957597,0.145583625029172,0.005383317157940919
122,126,birth_weight,sleep_duration,0.0004002952842718,-0.0005072325320019,0.91018362852797,0.0279088273957597,0.111951058960143,-7.072374396813778e-05
123,127,birth_weight,SRT_left,-0.0038823888364595,-0.0113790679977273,0.273911560337209,0.0279088273957597,0.0566725140481844,-0.0009607804960656162
124,128,birth_weight,SRT_right,-0.0023018252946674,-0.0070607162485109,0.51654781025995,0.0279088273957597,0.0610038214359683,-0.0006266679159937709
125,129,birth_weight,standing_height,0.0534802071641744,0.231345391269908,1.79892577358749e-51,0.0279088273957597,0.225856910382594,0.055554962065235865
126,130,birth_weight,systolic,-0.0066457681445231,-0.0597738565414758,0.0610842029898242,0.0279088273957597,0.0844533233079207,-0.006677122345444123
127,131,birth_weight,triglycerides_fasting_adj,-0.0140181533467269,-0.0494312590406476,7.78634947983493e-05,0.0279088273957597,0.124193180792883,-0.007475438091602558
128,132,birth_weight,triglycerides_fasting_statin_adj,-0.0148859576380484,-0.0544245970778282,2.72227025062156e-05,0.0279088273957597,0.12865945489121,-0.008467050474173966
129,133,birth_weight,waist_circumference,-0.0038968868738941,0.04101362687822,0.272123100930003,0.0279088273957597,0.245509345826933,0.011120330848744074
130,134,birth_weight,waist_hip_ratio,-0.0113593931434472,-0.0115381958233989,0.0013673945421831,0.0279088273957597,0.156068312727502,-0.0021135491106170304
131,135,birth_weight,weight,0.0125220885364277,0.122154978973584,0.0004169227802399,0.0279088273957597,0.212968842804012,0.028850642280555935
132,136,bmi,alcohol_intake_frequency,-0.095936750319919,-0.122377490532968,1.77280863644356e-162,0.243502436555575,0.466363501366422,-0.07738732279900572
133,137,bmi,basal_metabolic_rate,0.154772317125938,0.754747978044208,0.0,0.243502436555575,0.176563057442496,0.20168659509590453
134,138,bmi,birth_weight,-0.0108284468240721,0.0252447759660019,0.0022752769226846,0.243502436555575,0.0279088273957597,0.006801483474951286
135,140,bmi,body_fat_percentage,0.220745185565593,0.82265905734175,0.0,0.243502436555575,0.225298155965094,0.22971635011445934
136,141,bmi,diastolic,0.0695689430853642,0.251838467709178,5.30465426384502e-86,0.243502436555575,0.0852549955010345,0.07678196481432405
137,142,bmi,eduyears,-0.137517973538959,-0.141990666989727,0.0,0.243502436555575,0.453761283781514,-0.08817001390169969
138,143,bmi,evening_chronotype,-0.0049361851038944,0.0200803434154706,0.164199629571449,0.243502436555575,-0.0938084568738614,0.0030759940880390815
139,144,bmi,fathers_age,-0.0383930457507868,-0.0636961459552734,2.54733639247419e-27,0.243502436555575,0.0289430603641982,-0.01716811939610781
140,145,bmi,FEV1_zscore,0.0687008008377829,0.127039738177777,6.64433725243279e-84,0.243502436555575,0.0806883676498037,0.03982257721569133
141,146,bmi,fiq_score,-0.0776585127932433,-0.0652171913410712,8.407349054575309e-107,0.243502436555575,0.144480744255713,-0.024363000958511436
142,147,bmi,FVC_zscore,0.0795127470099965,0.200146272818361,6.49797047411284e-112,0.243502436555575,0.0993553326749713,0.06473300933642301
143,148,bmi,glucose_fasting_adj,0.0570796950144267,0.155306594356496,2.03430027881582e-58,0.243502436555575,0.0765519660829798,0.047772154442979956
144,149,bmi,grip_strength_left,-0.0410342774453934,-0.0078524553831213,5.6077696390214e-31,0.243502436555575,0.0777317219074541,-0.0024754727698350727
145,150,bmi,grip_strength_right,-0.0419689424106399,-0.0068334411019894,2.48941976403108e-32,0.243502436555575,0.0889363507296239,-0.0022234397877447056
146,151,bmi,heel_bmd,-0.0009561861708635,0.0644919955939503,0.787572916903545,0.243502436555575,0.0205936397919018,0.01688200497491445
147,152,bmi,heel_bmd_tscore,-0.001099250302852,0.0640014603983657,0.756728236877638,0.243502436555575,0.0233702383606294,0.016919478562512046
148,153,bmi,heel_qui,-0.0009777799407436,0.0635123431034476,0.782894425476078,0.243502436555575,0.020146538643004,0.016601118838094443
149,154,bmi,hip_circumference,0.190003179116153,0.849049533571553,0.0,0.243502436555575,0.184916998528164,0.21132599995587426
150,155,bmi,LDL_fasting_statin_adj,0.0218112469685651,0.0830774156765236,7.82473602144059e-10,0.243502436555575,0.056548756069909,0.024436757243056464
151,156,bmi,lifetime_sexual_partners,-0.0121259439416267,0.018114543743405,0.0006320289064194,0.243502436555575,0.135460719788282,0.006645375966045833
152,157,bmi,logMAR_final_left,0.0251886124058077,0.0169305099343104,1.24002910041538e-12,0.243502436555575,0.0133174806424065,0.004332886228616541
153,158,bmi,logMAR_final_right,0.0237762458668246,0.0209879086357351,2.05149907877229e-11,0.243502436555575,0.0133903275547426,0.005371922214857631
154,159,bmi,max_daily_cigarettes,0.0674567810763996,0.188934486630986,6.05823782034964e-81,0.243502436555575,0.0352861945649113,0.05056323188157464
155,160,bmi,met_physical_activity,-0.0101443767201376,-0.089795776899798,0.0042498190721498,0.243502436555575,0.12122095895355,-0.03160271049431736
156,161,bmi,mothers_age,-0.03434763819904,-0.0602899336603302,3.4859342353560797e-22,0.243502436555575,0.0223172264714958,-0.015886178155215543
157,162,bmi,neuroticism_score,0.0380499857258376,0.0265381774842458,7.30239959619418e-27,0.243502436555575,0.0235691281769081,0.007042573137087753
158,163,bmi,number_full_brothers,0.0400105677283286,0.0457211340444193,1.56753146343694e-29,0.243502436555575,0.0544998932668105,0.013421242300637968
159,164,bmi,number_full_sisters,0.0250028788874879,0.0368657770882327,1.81189501075149e-12,0.243502436555575,0.0625986496830995,0.01110169410318513
160,165,bmi,PEF,-0.0504347756907969,-0.0329124703620894,5.70373985555687e-46,0.243502436555575,0.0705027291672711,-0.010150446594824431
161,166,bmi,pulse,0.0640805199013047,0.164302068008952,3.21056373212452e-73,0.243502436555575,0.104738642037981,0.05451601551653215
162,167,bmi,pw_peak_to_peak_time,-0.03418497697727,-0.105307035723593,5.452517074672039e-22,0.243502436555575,0.0236330158652517,-0.027685808911277126
163,168,bmi,pw_reflection_index,-0.0096143093905804,0.009401066776207,0.0067325782286355,0.243502436555575,0.0193385533562854,0.0024592058008758386
164,169,bmi,seated_height,-0.0376315079897002,-0.0092746806085734,2.58996288589723e-26,0.243502436555575,0.202379914421159,-0.0039408833192900545
165,170,bmi,self_reported_health,-0.11749582970044,-0.275778912746979,8.658054404029619e-244,0.243502436555575,0.145583625029172,-0.09736775892566171
166,171,bmi,sleep_duration,-0.0155736796110486,-0.019017738691356,1.13694816211532e-05,0.243502436555575,0.111951058960143,-0.006580212840677198
167,172,bmi,SRT_left,0.0151312872388554,0.0005471209934055,2.00142129273025e-05,0.243502436555575,0.0566725140481844,0.0001619963756238526
168,173,bmi,SRT_right,0.0134592242196826,-0.0040992722832817,0.0001486681044875,0.243502436555575,0.0610038214359683,-0.001229963415171502
169,174,bmi,standing_height,-0.0550261593597646,-0.105787527608275,2.1024650193438e-54,0.243502436555575,0.225856910382594,-0.04667267401759587
170,175,bmi,systolic,0.0541019614432472,0.157017880155231,1.23248488647728e-52,0.243502436555575,0.0844533233079207,0.04938167605356047
171,176,bmi,triglycerides_fasting_adj,0.0922785841558655,0.280819010930557,2.3262666539252e-150,0.243502436555575,0.124193180792883,0.09384433290124218
172,177,bmi,triglycerides_fasting_statin_adj,0.0997489210822878,0.298503923301339,1.37060895732499e-175,0.243502436555575,0.12865945489121,0.10004462557753697
173,178,bmi,waist_circumference,0.23310878426072,0.869291622047952,0.0,0.243502436555575,0.245509345826933,0.24195542125026068
174,179,bmi,waist_hip_ratio,0.181579463427736,0.538148378285947,0.0,0.243502436555575,0.156068312727502,0.16537294989636034
175,180,bmi,weight,0.205788737291834,0.901077399914179,0.0,0.243502436555575,0.212968842804012,0.22695418278744472
176,181,body_fat_percentage,alcohol_intake_frequency,-0.0833398582119538,-0.0938404135965704,7.914034288070239e-123,0.225298155965094,0.466363501366422,-0.058449132346795475
177,182,body_fat_percentage,basal_metabolic_rate,0.131670718283541,0.492001690521224,1.11416468260796e-306,0.225298155965094,0.176563057442496,0.15727741640505732
178,183,body_fat_percentage,birth_weight,-0.0139477514346369,0.0035034193505156,8.45429891556187e-05,0.225298155965094,0.0279088273957597,0.0008815385376276183
179,184,body_fat_percentage,bmi,0.220745185565593,0.82265905734175,0.0,0.225298155965094,0.243502436555575,0.22971725176089489
180,186,body_fat_percentage,diastolic,0.0729583696375349,0.245647735806241,1.94698254521092e-94,0.225298155965094,0.0852549955010345,0.07099569165339716
181,187,body_fat_percentage,eduyears,-0.135294028715135,-0.144734514849254,0.0,0.225298155965094,0.453761283781514,-0.08811317426516478
182,188,body_fat_percentage,evening_chronotype,-0.0105118432205832,0.0297285511091081,0.003051592631652,0.225298155965094,-0.0938084568738614,0.003991190663593482
183,189,body_fat_percentage,fathers_age,-0.0425945002222389,-0.0585839857045719,2.9796482152138e-33,0.225298155965094,0.0289430603641982,-0.014750858271022793
184,190,body_fat_percentage,FEV1_zscore,0.066535534295259,0.159543609069842,8.659178994251379e-79,0.225298155965094,0.0806883676498037,0.046875274188072094
