,Trait1,Trait2,r.xmate.ivw,se.xmate.ivw,p.xmate.ivw,r.wmate.ivw,se.wmate.ivw,p.wmate.ivw,r.female:female,r.female:male,r.male:female,r.male:male,se.female:female,se.female:male,se.male:female,se.male:male,p.female:female,p.female:male,p.male:female,p.male:male
14,alcohol_intake_frequency,grip_strength_left,0.0497421761440505,0.00354411695162911,9.50091726185438e-45,0.0724607858905787,0.00353892630984504,3.57108813079933e-93,0.08441888547221,0.0498150254243969,0.0496693258051391,0.0604608814618525,0.00500043679913267,0.00501212005215305,0.00501215646730593,0.00500916979691425,1.01392520003401e-63,3.00087147241139e-23,1.19032200174076e-19,1.74060104485649e-33
15,alcohol_intake_frequency,grip_strength_right,0.0535372611179474,0.00354341773065534,1.4141098689538e-51,0.0730724121468011,0.00353876241133708,9.93662459149588e-95,0.0851590924072418,0.0548087553227348,0.0522654196094719,0.0609426560527594,0.00500012070213022,0.00501080729962703,0.0050114915941477,0.0050090227662753,8.16742260861095e-65,8.30182901140048e-28,5.947633351982e-22,5.38407566477138e-34
16,alcohol_intake_frequency,heel_bmd,-0.00102895365065657,0.00354841923561262,0.771835194627313,-0.000346699486816806,0.00354850947597916,0.922168252915367,-0.0003731381593317,0.00603673461819782,-0.00809443645780026,-0.000320260813332535,0.0050183501811396,0.00501825908988558,0.00501818612688794,0.00501835027313876,0.940728490087234,0.229001311816089,1,0.949115508734884
17,alcohol_intake_frequency,heel_bmd_tscore,-0.00181281209428908,0.00354843395029179,0.60943742351277,-0.00181555448532615,0.00354850326131442,0.60890332525418,-0.0012434097894077,0.00446440885192818,-0.00808974733924323,-0.00238769680396362,0.00501834665114047,0.00501830052001041,0.00501818631731438,0.00501833622542779,0.804311484220229,0.373672319186601,1,0.634223402008291
18,alcohol_intake_frequency,heel_qui,-0.0015152725015019,0.00354843104904281,0.669360352522557,-4.42670416435603e-05,0.00354850941514507,0.990046786163242,-0.000435709340233171,0.00496768631616118,-0.0079979765992271,0.000347175284077685,0.00501835005414886,0.0050182886089206,0.00501819002193626,0.00501835022806471,0.930812463547488,0.322221002832779,1,0.944845768620601
19,alcohol_intake_frequency,hip_circumference,-0.0663604727093837,0.00353987712287561,2.06576243333716e-78,-0.0906756530138729,0.00353054828679344,1.80259530815045e-145,-0.133643523977506,-0.0449494631938769,-0.0876500061675643,-0.047023131676975,0.00497333326167806,0.00501327829333897,0.00499903656583471,0.00501279923467944,1.20621168479824e-157,3.20313616000762e-19,4.96828684835186e-65,6.89377620638416e-21
20,alcohol_intake_frequency,LDL_fasting_statin_adj,0.0104733458689491,0.00354614255737504,0.00314246055939542,0.0233968264692629,0.00354208766495531,3.96505430845935e-11,-0.0321440315855301,0.0454337452062364,-0.0245382747401863,0.0786511991182064,0.00501575728330713,0.0050131683519975,0.00501683946100682,0.00500280466537793,1.48495168412109e-10,1.32691443696626e-19,0.00215133587830018,1.5871543621871e-55
21,alcohol_intake_frequency,lifetime_sexual_partners,0.054383800605628,0.00354283933612908,3.52316206843981e-53,0.0749467517711307,0.00353749200824072,1.27455708277962e-99,0.0990064470219506,0.039003709742608,0.0697124662093711,0.0507113675235424,0.00499369433010861,0.00501453189596478,0.00500614151893458,0.00501189367414796,4.66451471585004e-87,7.5372031284907e-15,1.84044965890404e-40,4.90618549116396e-24
22,alcohol_intake_frequency,logMAR_final_left,-0.0336242228758272,0.00354648426380703,2.518539354047e-21,-0.0464497257625581,0.0035445939415948,3.10768686703169e-39,-0.0533869628771216,-0.0368870211181822,-0.0303599905640307,-0.0395035165375962,0.00501119385686965,0.00501493525318716,0.00501603721763659,0.00501443336388502,1.82266295193696e-26,1.93976321862936e-13,3.42134013223552e-06,3.41187398856428e-15
23,alcohol_intake_frequency,logMAR_final_right,-0.0336507150051545,0.00354647949903043,2.34417886368865e-21,-0.054281085492757,0.00354324812495938,5.65788920168809e-53,-0.0583868520217579,-0.0370487966989018,-0.0302510766008587,-0.0501716447903954,0.00500978938805588,0.00501490522038814,0.00501605378929664,0.0050120304700123,2.44664716190182e-31,1.52278225056981e-13,3.96201421130828e-06,1.46549760687441e-23
24,alcohol_intake_frequency,max_daily_cigarettes,-0.0288975771794683,0.00354700176405237,3.72929980959723e-16,-0.0395904246970566,0.00354551120680579,5.95780564961552e-29,-0.050620705518768,-0.0250702092398966,-0.0327232512257159,-0.0285408147632571,0.00501191675550759,0.00501677322734477,0.00501566295793045,0.00501630619485616,1.7649861638137e-20,5.83920217753757e-07,1.71289880779814e-07,2.97483158154355e-05
25,alcohol_intake_frequency,met_physical_activity,-0.00965607981510053,0.00354776630174707,0.00649401888857423,-0.00577090007497347,0.00354829009696752,0.103866923838972,0.0037411638518597,-0.02769702718046,0.00839744467103602,-0.0152808759902347,0.00501831541118718,0.00501642530934018,0.00501817358767249,0.00501776459089088,1,3.38664666176999e-08,1,1
26,alcohol_intake_frequency,mothers_age,0.026063386034015,0.00354727510815806,2.0204106277149e-13,0.0353395913277816,0.00354628895841726,2.16368652528079e-23,0.033801978974485,0.0301134950258462,0.0220115650736813,0.0368768691300064,0.00501548279323884,0.00501607463762812,0.00501713466521401,0.0050149371334627,1.6107073189941e-11,1.94902712285406e-09,0.0231182305295141,1.96938189090902e-13
27,alcohol_intake_frequency,neuroticism_score,-0.0365148517243623,0.00354614295362753,7.26466380342192e-25,-0.0432180111246983,0.00354516759809569,3.48492240770993e-34,-0.0470866232146725,-0.036122884432433,-0.0369067965472953,-0.0393468052636921,0.00501278422529721,0.00501507533231609,0.00501493158904163,0.00501446439322187,6.11291926044362e-21,6.00082798928865e-13,4.93617903507703e-10,4.37904064035057e-15
28,alcohol_intake_frequency,number_full_brothers,-0.0529359810003514,0.0035434752116473,1.83707654688999e-50,-0.0636486356678994,0.00354117102926652,3.12019463776379e-72,-0.0726253973587251,-0.0587018806693741,-0.0471630135786389,-0.0546512290248539,0.00500509851781414,0.00500969667482929,0.0050127661397344,0.00501085062984364,1.38092650583099e-47,1.16713784060771e-31,1.53422659817634e-17,1.17361661805652e-27
29,alcohol_intake_frequency,number_full_sisters,-0.039106901176447,0.00354576433490391,2.7634907209473e-28,-0.0435987524764189,0.00354512362678974,9.25784799443976e-35,-0.0461829198771231,-0.043274532863832,-0.0349365465818205,-0.0410134177423833,0.00501299594903099,0.00501364943317726,0.00501528699070121,0.00501412806929408,3.3330071922697e-20,6.28473148601852e-18,8.45677336468373e-09,2.93233669337752e-16
30,alcohol_intake_frequency,PEF,0.0490666288977884,0.00354421684272744,1.38025588271499e-43,0.0592195688523079,0.00354228119323056,9.70498579253263e-63,0.0585501531613113,0.0523096522952571,0.0458215350452332,0.0598888780374603,0.00500974139086883,0.00501147997171686,0.00501307946505238,0.00500934284332343,1.66784749601674e-31,1.79466138676798e-25,1.8698376828205e-16,6.9263592409478e-33
31,alcohol_intake_frequency,pulse,-0.0349414892851866,0.00354634013327497,6.66400964199423e-23,-0.0465015554165927,0.0035440918959826,2.50060448604693e-39,-0.0645266484565557,-0.0337094709786929,-0.0361732952228599,-0.0284157129757939,0.00500789220899628,0.00501549847284952,0.00501506618162737,0.00501632408089623,6.51481395195273e-38,1.82839942112241e-11,1.4492203554624e-09,1.4834298312493e-08
32,alcohol_intake_frequency,pw_peak_to_peak_time,0.0103698987601008,0.00354831066613813,0.00347245927518177,0.00594853815725358,0.00354844663799223,0.0936641599692234,0.00633844460579198,0.00821677263624207,0.0125228325839306,0.00555862809119959,0.00501824972116037,0.00501818111978515,0.00501795702285194,0.00501827300053226,0.2065682949804,0.101554722729376,1,0.268007829469398
33,alcohol_intake_frequency,pw_reflection_index,0.018250051071483,0.00354789458333399,2.69078217784667e-07,0.0352933009665128,0.00354628260522855,2.4667774963966e-23,0.0383277578673433,0.0219360666510284,0.0145630430751791,0.0322575419851996,0.00501466315461644,0.0050171429926102,0.00501781835080968,0.00501573893109566,2.16749670629011e-14,1.23300284123619e-05,1,1.27982370297017e-10
34,alcohol_intake_frequency,seated_height,0.0348307177219984,0.00354624888612908,9.06659393933269e-23,0.0346765354813393,0.00354631378808724,1.39684027429687e-22,0.0405734946395758,0.0426138326054045,0.027039144172932,0.0287747433416773,0.00501421820356142,0.00501379195148906,0.00501651569859659,0.00501627253864549,6.05005089224816e-16,1.97240838649053e-17,0.000159905473931187,9.74801584309064e-09
35,alcohol_intake_frequency,self_reported_health,0.0972543223689202,0.00353168416352625,6.21928445101213e-167,0.143556149372671,0.00351053196919851,0,0.169471778438937,0.0957487400995677,0.0987590149303501,0.117240951577594,0.00494576029397732,0.00499529389377194,0.00499381771760295,0.00498374146990119,1.2693909464487e-253,1.60777933379431e-81,4.3644178663086e-83,1.55137933517564e-121
36,alcohol_intake_frequency,sleep_duration,0.00891762758841655,0.00354830713129372,0.0119639373617482,0.0103366584935948,0.00354829191267213,0.0035781821521696,0.00634972996107468,0.0148024530221508,0.00303156652832241,0.0143229298451568,0.00501824936186293,0.00501780070842238,0.00501832747013097,0.00501783575602467,1,0.00317971415855217,1,1
37,alcohol_intake_frequency,SRT_left,-0.0224490579259453,0.00354761237853423,2.48464940081699e-10,-0.041290865945383,0.00354547888683896,2.40310079135977e-31,-0.042886594307957,-0.0211390085193886,-0.0237589531622699,-0.0396947161905532,0.00501373338085915,0.00501722916096946,0.00501693393159166,0.0050143953384349,1.23265709392535e-17,2.52239874003965e-05,0.00458799727085504,2.51296266340817e-15
38,alcohol_intake_frequency,SRT_right,-0.023464163366325,0.00354752931595989,3.73498819361569e-11,-0.0441926213172764,0.00354504250113399,1.14378098109316e-35,-0.0446659015458514,-0.0248469512024579,-0.022081195944841,-0.0437193014123444,0.00501334211930277,0.00501680119932969,0.00501712695962769,0.00501355225588852,5.34330135665444e-19,7.34727269309818e-07,0.0216660413783587,2.8820558457938e-18
39,alcohol_intake_frequency,standing_height,0.0536888826874445,0.00354323044903085,7.29123557624008e-52,0.0537701123902229,0.0035433358511587,5.1779780515571e-52,0.0585334157164662,0.0632059283906639,0.044152291167408,0.0490019100190491,0.00500974631649651,0.00500831637033082,0.00501345669576501,0.00501232190986747,1.73473905771995e-31,1.92016165347977e-36,3.77372245887165e-15,1.50925516155199e-22
40,alcohol_intake_frequency,systolic,0.0132918225419661,0.00354786017770387,0.00017936645972147,0.0431572698617333,0.00354380226394465,4.05954008797692e-34,0.0150020981414619,0.0270479784726531,-0.000474401567918915,0.0711761123880477,0.00501778577633535,0.00501651449921915,0.00501834996579021,0.00500562281056022,0.00279345334899153,7.01576915262236e-08,1,9.01959256055739e-46
41,alcohol_intake_frequency,triglycerides_fasting_adj,-0.0607519248503677,0.00354184278308285,6.00693901980385e-66,-0.0800953222676845,0.00353453503034099,1.09227805784352e-113,-0.117884153316454,-0.0527908812484577,-0.0686975409400557,-0.0418410398133063,0.004983359350272,0.00501135288850919,0.00500649484453009,0.00501395586183101,7.34636250899841e-123,6.49776929713193e-26,3.07073298448084e-39,7.35353438564932e-17
42,alcohol_intake_frequency,triglycerides_fasting_statin_adj,-0.0635826286911623,0.00354119035846932,4.37343694378578e-72,-0.0835905716374629,0.00353323318154299,9.677491381998e-124,-0.123374071790527,-0.0547242396134279,-0.072421025968635,-0.0432677906783287,0.00498001151782651,0.00501083056262511,0.00500517309452895,0.00501365089861446,1.80830057810791e-134,9.99755639429733e-28,8.28250296665948e-44,6.35906418990849e-18
43,alcohol_intake_frequency,waist_circumference,-0.0817428908389581,0.0035365189468511,3.35285651288712e-118,-0.0985400193938056,0.0035288093572777,1.34763340675295e-171,-0.135182068549628,-0.0736781919333778,-0.0897862387413086,-0.0613564128889854,0.00497228596228216,0.00500471099721502,0.00499808170951361,0.00500889555874138,2.78347503042162e-161,6.29117237822021e-49,2.47293458104454e-68,1.95100204307002e-34
44,alcohol_intake_frequency,waist_hip_ratio,-0.0621701280539965,0.00354141182254719,5.42929652050608e-69,-0.0607722296812111,0.00354170989713433,5.38248292324763e-66,-0.0723979809681579,-0.073614657237864,-0.0506928116474583,-0.0491134118690801,0.005005181490575,0.00500473454253418,0.00501189840160134,0.00501229442629825,2.6754600988252e-47,7.58986163608394e-49,1.52246311805279e-20,1.21125994441389e-22
45,alcohol_intake_frequency,weight,-0.0676593241236192,0.00353965138867588,1.90564253019139e-81,-0.0938840968801394,0.00352983715510731,7.29646273899242e-156,-0.134582348466439,-0.047388061672369,-0.0878195214705168,-0.0525495638025302,0.00497269564841012,0.00501271268838504,0.00499896164207725,0.00501141676162566,7.36774776778323e-160,3.44694007277426e-21,2.73390411263987e-65,1.08272198892751e-25
46,basal_metabolic_rate,alcohol_intake_frequency,-0.0424342942366377,0.00354446854501725,4.9827291609568e-33,-0.0691918911729268,0.00353772043073562,3.50389713838536e-85,-0.104850377328626,-0.0642042619049533,-0.0205834768972321,-0.0331767176499693,0.00499068942332296,0.00500799655894774,0.00501728733169656,0.00501558793444446,6.47791439292577e-94,1.49755546051832e-37,0.07878868894915,9.4166595380603e-08
47,basal_metabolic_rate,basal_metabolic_rate,0.176563057442496,0.00349276022862132,0,NA,0,NA,1,0.176563057442496,0.176563057442496,1,0,0.00493950888543362,0.00493950888543362,0,0,1.88153498649155e-275,7.1046761089921e-272,0
48,basal_metabolic_rate,birth_weight,0.0234198941017877,0.00354745672739833,4.05967988110832e-11,0.170477022399357,0.00349514006774608,0,0.142066069749177,0.0167179176851924,0.0301176632835104,0.198332609675033,0.00496745029176731,0.00501764919517712,0.00501607400739126,0.00491865986494457,1.6291468357687e-174,0.000863579096006244,4.62080933691814e-06,0
49,basal_metabolic_rate,bmi,0.154772317125938,0.00350451860716921,0,0.754747978044208,0.00232303939250449,0,0.791229254105889,0.180746671310276,0.128363175359027,0.705788859286394,0.00306881989889444,0.00493569671529089,0.00497683486189409,0.00355511118052208,0,8.91361260640076e-289,6.2693326418899e-142,0
50,basal_metabolic_rate,body_fat_percentage,0.131670718283541,0.00351745576764097,1.11416468260796e-306,0.492001690521224,0.0030680577878221,0,0.581503464739955,0.141067840843486,0.122226030675912,0.375878530305303,0.00408264859559799,0.0049681666812066,0.00498072439801601,0.0046503495831475,0,1.3603366360039e-175,1.94069192899542e-128,0
51,basal_metabolic_rate,diastolic,0.0409599843177478,0.00354553110762503,7.16482625287732e-31,0.177658069896778,0.00348825693643726,0,0.222813872516263,0.0403643702290544,0.0415555401912498,0.130958230684651,0.00489219423940145,0.00501426070889164,0.0050140156565286,0.00497513192694823,0,8.51379693732671e-16,3.27228880005475e-13,2.11803543049935e-151
52,basal_metabolic_rate,eduyears,-0.0261250087626224,0.00354698492013329,1.76599297552998e-13,-0.0149495081515284,0.00354810027467938,2.51573060861347e-05,-0.0122562338450233,-0.0394080892951256,-0.0128234552338184,-0.017642348675523,0.00501797359990651,0.00501445227349466,0.0050179379022332,0.00501756948272591,0.0145916009168552,3.97230972640512e-15,1,0.000438400244715633
53,basal_metabolic_rate,evening_chronotype,0.00887931215655066,0.00354836716891737,0.0123366434441778,0.0156351962149366,0.00354733420876041,1.0452697714222e-05,0.036066013906766,0.0100973850612745,0.00766118654847101,-0.00482175600519575,0.00501508564025273,0.00501809469552919,0.00501820325535693,0.00501829219351203,1.69416414861482e-09,0.0442061253017014,1,1
54,basal_metabolic_rate,fathers_age,-0.00560186659448081,0.00354837121338442,0.114401459849169,-0.0186107528979054,0.00354781266672902,1.55691969897556e-07,-0.0254248620457253,-0.0124325663149617,0.00122987876790627,-0.0117931844136937,0.00501672827815618,0.00501796267553737,0.0050183467351129,0.00501800154427764,4.03783398447162e-07,0.0132306034926739,1,0.0187694265188849
55,basal_metabolic_rate,FEV1_zscore,0.0428529794890275,0.00354468019846348,1.20192937290497e-33,0.0852569258900561,0.00353556173185131,1.7778967541932e-128,0.0813006701000627,0.0607370201480031,0.0249138623184538,0.0892078122272981,0.00500173788937448,0.00500908566665258,0.00501679284231421,0.00499834254345044,1.09211356264727e-55,8.89427489943332e-34,0.00150641184101669,1.97726222539692e-67
56,basal_metabolic_rate,fiq_score,-0.0120856135330079,0.00354813256329908,0.000658763244221355,0.0333101099604387,0.00354651882719339,5.86819108731301e-21,0.0368030025906913,-0.0202376501633695,-0.0039303627485109,0.0298155892126471,0.00501495079886809,0.00501732276119784,0.00501831176923207,0.00501611945461763,2.19868239404449e-13,5.50418336114825e-05,1,2.80542860777816e-09
57,basal_metabolic_rate,FVC_zscore,0.0517156334570173,0.00354320084049663,2.9895710294381e-48,0.138738921424863,0.0035141400203967,0,0.133343105038248,0.0694428201912308,0.0339230453995612,0.14411831389004,0.00497353633477066,0.00500623589861354,0.00501546220813671,0.0049659612786865,2.23881409650193e-153,1.19624251266458e-43,3.44083666356024e-08,1.08720379533958e-179
58,basal_metabolic_rate,glucose_fasting_adj,0.0442702616900855,0.00354445505345953,8.46482170094863e-36,0.117572588482161,0.00352378946264101,4.35851798031609e-244,0.12536155087163,0.0622443258400033,0.0262387114973033,0.109754588554594,0.00497876138341063,0.0050086196576407,0.00501662274121606,0.00498803325270693,8.33293790147686e-139,2.15864114196112e-35,0.000379534619968843,1.15742201307204e-106
59,basal_metabolic_rate,grip_strength_left,0.0050536888496288,0.00354805414440771,0.154343718304929,0.182633062957994,0.00348544335825173,0,0.138624273846257,-0.0101538182384149,0.0202565233035306,0.22522792324891,0.00496989858839809,0.00501809182779696,0.00501732084316191,0.00488940954949019,1.41833199825495e-169,0.0430342731585862,0.102321414353516,0
60,basal_metabolic_rate,grip_strength_right,0.00777390001732482,0.00354799505458893,0.0284468395887917,0.186869860573452,0.00348326310361135,0,0.147348059296271,-0.0073823238239584,0.0229229854253441,0.22521959165028,0.00496357374327881,0.00501821378183145,0.00501703187783185,0.00488941921461977,1.46180746941978e-191,0.14127040821068,0.0101730519840739,0
61,basal_metabolic_rate,heel_bmd,-0.00504191504634735,0.00354846288206827,0.155353688030364,0.0430896398425144,0.00354511078928235,5.41823507893604e-34,0.0354659911759432,-0.00602217746571933,-0.00406163324672289,0.0507032661687905,0.00501519340508898,0.0050182595303628,0.00501830913680191,0.00501189573833159,1.55560157785064e-12,0.230125912274013,1,4.9878629416149e-24
62,basal_metabolic_rate,heel_bmd_tscore,-0.00531049250097038,0.00354845935554608,0.134507038701067,0.041464272093804,0.00354532581009852,1.344316900931e-31,0.0328326707187846,-0.00572047901711078,-0.0049005024141585,0.0500835137263342,0.00501564494969942,0.00501826841987482,0.00501829027248247,0.0050120526679725,5.97965360006339e-11,0.254321984500062,1,1.75029294689297e-23
63,basal_metabolic_rate,heel_qui,-0.00457513360663854,0.00354847002152456,0.197284878730398,0.0429660662534925,0.00354511739727543,8.2974926335953e-34,0.0349008811533595,-0.00576932493475844,-0.00338091617917645,0.0510200676449048,0.00501529324432299,0.0050182670116271,0.00501832184905109,0.00501181477259845,3.48268060234409e-12,0.250288882251233,1,2.6101772193762e-24
64,basal_metabolic_rate,hip_circumference,0.157194413715072,0.00350398433221294,0,0.779685386918802,0.00222112560979459,0,0.795851769557797,0.172211514617358,0.142030535694618,0.761135506327518,0.00303856860813665,0.00494337634971227,0.00496747588164157,0.00325486648927243,0,6.057021884244e-262,1.99780789309791e-174,0
65,basal_metabolic_rate,LDL_fasting_statin_adj,0.00281355509880905,0.00354843642034185,0.427836110143733,0.0104821558860695,0.00354596061264086,0.00311572662728401,0.0468729577447424,-0.00296415573720771,0.00859089028107954,-0.025964188832617,0.00501283465497685,0.00501832848428491,0.00501816534142507,0.00501665871215961,9.15520987049675e-21,0.554747631725486,1,2.28291033467155e-07
66,basal_metabolic_rate,lifetime_sexual_partners,0.00787441188495153,0.00354807078909281,0.026462903692958,0.0382716347941544,0.00354567162181982,3.67829678291931e-27,0.0266757591019152,-0.00574285902779169,0.0214858454105309,0.0498469349565317,0.00501656469334974,0.00501826777613627,0.00501719205721582,0.0050121120626322,0.000240369845702671,0.252468536991752,0.0364270550864396,8.35224112322757e-20
67,basal_metabolic_rate,logMAR_final_left,0.00231088408504269,0.00354832423290273,0.514878219927119,-0.0215178842614861,0.00354719892106456,1.31002775041362e-09,-0.00490432987682224,0.0122695476647558,-0.00764869622056324,-0.0381077115070932,0.00501829017831793,0.0050179727805193,0.00501820373518917,0.00501470538816007,1,0.0144846925899703,1,8.05760310792413e-11
68,basal_metabolic_rate,logMAR_final_right,0.00251769573967544,0.00354835330723547,0.477989939243048,-0.0233140205762444,0.00354695899822466,4.9324622953341e-11,-0.00512550401341727,0.0115615918956503,-0.00652702413922531,-0.0414717316445609,0.00501828461204442,0.00501801511680887,0.00501824363336345,0.00501403313142566,1,0.0212268289373363,1,3.76399375230489e-13
69,basal_metabolic_rate,max_daily_cigarettes,0.0396173442639447,0.0035454528050052,5.45836813723739e-29,0.137654838553612,0.003514638294401,0,0.13053257563817,0.051959842065084,0.0272506239756408,0.14474874573068,0.00497541362854284,0.00501157161735399,0.00501648687966033,0.00496549948816367,7.34802225277561e-147,3.73424738137654e-25,0.00012714387517609,2.69815822357124e-181
70,basal_metabolic_rate,met_physical_activity,-0.00865024111550916,0.00354831791576504,0.0147751996555448,-0.0623353458108762,0.00354125249458604,2.35160097168814e-69,-0.0764665714553812,-0.0144166302663765,-0.00288270116208679,-0.0481539672600185,0.00500365753061069,0.00501782899834655,0.00501832967929288,0.00501252886665936,4.75231335995509e-49,0.00406705024819437,1,2.30833149578931e-18
71,basal_metabolic_rate,mothers_age,-0.00475966716086428,0.00354846232621196,0.179812584764649,-0.0147836257705668,0.00354794306658255,3.08883678581989e-05,-0.0248194565468382,-0.00676977672741612,-0.00274948066342519,-0.00474183485226293,0.00501680462681802,0.00501823553398611,0.00501833156198993,0.00501829411137993,7.55711030578897e-07,0.177333330261966,1,0.344710721375254
72,basal_metabolic_rate,neuroticism_score,0.0173862658656073,0.00354783990509705,9.55825783477025e-07,-0.00665025597722987,0.00354840819059431,0.0609094906495054,-0.0102529059118851,0.0260545503859676,0.00871275144736712,-0.00304726074170221,0.00501808675384289,0.00501664691380472,0.00501816005027477,0.0050183272307485,1,2.0726139101862e-07,1,1
73,basal_metabolic_rate,number_full_brothers,-0.000959135957263973,0.00354841582118671,0.786929647288885,-0.000689354523033695,0.00354791504988068,0.845942170958197,0.0176044442452978,0.00625107339624852,-0.00816914587561731,-0.0189822308401401,0.00501757283552886,0.00501825248121103,0.00501818307803188,0.00501744633024104,0.000451041520977649,0.212893885754225,1,0.000155023698746228
74,basal_metabolic_rate,number_full_sisters,-0.0118765378309595,0.0035482491879584,0.000816457259562954,-0.00529802581450222,0.00354840003973852,0.135417671938214,0.000510169494656053,-0.0094751335837033,-0.0142776681166712,-0.0111055062972776,0.00501834987742692,0.00501812525631155,0.00501783900451559,0.00501804105867347,0.919026426286318,0.0590088101057442,1,0.0268953227213905
